"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
12,3,16,2,"true","true",512,64,1.04923140569137e-09
6,3,8,4,"true","true",1024,8,4.72727451203887e-10
16,4,1,2,"true","false",256,4,1.6150527129319e-10
12,4,4,2,"true","true",64,16,8.9011105616245e-10
4,2,2,4,"true","true",1024,4,1.77569486142909e-10
15,5,4,4,"true","false",1024,2,2.44026897780087e-10
20,5,4,2,"true","true",256,128,1.35110145125709e-09
9,3,16,4,"true","false",64,4,7.96801210261234e-10
3,1,4,4,"true","false",1024,32,3.85409064050324e-10
12,3,2,2,"true","false",512,2,1.86431209103913e-10
3,1,16,2,"true","false",128,64,7.16246488957844e-09
15,5,8,2,"true","true",1024,16,3.41287921008541e-10
8,2,8,2,"true","true",256,8,3.05012022051725e-10
6,2,2,4,"true","true",1024,64,4.26410196258895e-10
12,3,4,4,"true","true",1024,2,2.29404029769596e-10
6,6,4,4,"true","true",32,1,5.53289004109463e-10
4,2,4,4,"true","true",256,8,3.38695342694955e-10
4,2,2,4,"true","false",512,256,1.91743791352856e-09
4,4,8,4,"true","true",256,4,6.60791135754408e-10
8,4,16,2,"true","true",512,512,1.72614538418531e-08
6,6,2,2,"true","false",64,2,2.5225487934125e-10
8,2,16,2,"true","false",256,32,1.14514063955141e-09
4,2,1,4,"true","true",32,32,3.66434243777386e-09
6,2,8,4,"true","true",1024,512,3.5734253090826e-09
6,3,4,2,"true","false",32,2,4.66413351699109e-10
12,4,1,4,"true","false",1024,32,2.16485443001307e-10
24,6,1,2,"true","false",32,8,6.06331146565927e-10
16,4,2,4,"true","true",32,32,2.4390396130441e-09
12,4,4,2,"true","true",128,8,2.95815170651395e-10
3,3,8,2,"true","true",64,8,2.13166707004577e-09
8,2,1,4,"true","false",512,512,3.23508308967237e-09
4,4,4,4,"true","false",64,64,1.06788599206182e-08
6,6,2,4,"true","false",128,4,2.54899029107184e-10
9,3,16,2,"true","false",512,256,5.53708705664393e-09
18,6,16,2,"true","false",32,4,1.17517433965825e-09
18,6,8,2,"true","true",64,4,4.11637401712394e-10
3,1,16,4,"true","false",256,2,8.77323526923533e-10
6,6,4,2,"true","true",64,8,1.19923435123982e-09
4,2,2,2,"true","true",32,16,1.85278737640511e-09
8,2,1,4,"true","false",64,16,8.46569772446023e-10
12,4,16,2,"true","true",256,8,6.48201449375773e-10
8,2,1,4,"true","false",512,256,1.66874139116243e-09
8,4,8,2,"true","false",512,1,4.20814522915174e-10
4,4,2,2,"true","false",256,16,4.28242299315287e-10
18,6,2,4,"true","false",64,32,1.64928795953007e-09
15,5,2,2,"true","true",1024,128,5.637692071122e-10
